n_evals,hv_all
7,0.18526735943962352
14,0.1852795055642292
21,0.207454185212691
28,0.207454185212691
35,0.21517909890188497
42,0.21517909890188497
49,0.22812537320792292
56,0.44481894584854187
63,0.44611291359989286
70,0.45015836216671007
78,0.45015836216671007
87,0.45015836216671007
96,0.4584165754241753
105,0.45960144425397326
114,0.46046022857189134
125,0.46046022857189134
141,0.46123684524882264
157,0.462287860141926
173,0.4623782361803572
189,0.4623916084453541
205,0.4623916084453541
232,0.4624521385944321
259,0.4691613642859689
286,0.4691613642859689
313,0.4691665492082926
332,0.4691665492082926
367,0.4885076684553127
402,0.4885076684933666
437,0.4887723368659872
472,0.4993495321579867
493,0.4993495321579867
519,0.4993922134032575
545,0.5008302928585598
571,0.5035294807343889
597,0.5036942322670814
616,0.5036942322670814
640,0.5036942342338682
664,0.5176350477407533
688,0.5300607160541566
712,0.5301640058211682
724,0.5301640058211682
740,0.5301640058234166
756,0.5301640058234166
772,0.5301640058234166
788,0.5335053743197384
804,0.5335053743197384
833,0.5335054174357178
862,0.5335054306312659
891,0.5335054306312659
920,0.5335054407618206
934,0.5335054407618206
963,0.5372161313321738
992,0.5372161375201083
1021,0.5410428927941033
1050,0.5566491345468944
1063,0.5566491345468944
1087,0.5580804989522361
1111,0.5580804989522361
1135,0.5581725268398837
1159,0.5582021671629832
