Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance
0,0.635024,1.582142,2.450599,-0.996863,-1.894995
1,0.794538,1.909028,1.915040,-0.984270,-2.131689
2,0.546235,1.454887,2.519083,-0.837502,-2.914363
3,0.635024,1.582142,2.450599,-0.996863,-1.894995
4,0.546235,1.454887,2.519083,-0.837502,-2.914363
5,0.794538,1.909028,1.915040,-0.984270,-2.131689
6,0.635024,1.582142,2.450599,-0.996863,-1.894995
7,0.546235,1.454887,2.519083,-0.837502,-2.914363
8,0.794538,1.909028,1.915040,-0.984270,-2.131689
9,0.546235,1.454887,2.519083,-0.837502,-2.914363
10,0.794538,1.909028,1.915040,-0.984270,-2.131689
11,0.635024,1.583927,2.450599,-0.997090,-1.894995
12,0.635024,1.447658,2.235897,-0.999693,-1.894995
13,0.546235,1.454887,2.519083,-0.837502,-2.914363
14,0.794538,1.909028,1.915040,-0.984270,-2.131689
15,0.635024,1.447658,2.235897,-0.999693,-1.894995
16,0.794538,1.909028,1.915040,-0.984270,-2.131689
17,0.546235,1.454887,2.519083,-0.837502,-2.914363
18,0.635024,1.447658,2.235897,-0.999693,-1.894995
19,0.546235,1.454887,2.519083,-0.837502,-2.914363
20,0.794538,1.909028,1.915040,-0.984270,-2.131689
21,0.635024,1.447658,2.235897,-0.999693,-1.894995
22,0.546235,1.454887,2.519083,-0.837502,-2.914363
23,0.794538,1.909028,1.915040,-0.984270,-2.131689
24,0.635024,1.447658,2.235897,-0.999693,-1.894995
25,0.546235,1.454887,2.519083,-0.837502,-2.914363
26,0.794538,1.909028,1.915040,-0.984270,-2.131689
27,0.635024,1.311471,2.021211,-0.999961,-1.894995
28,0.546235,1.454887,2.519083,-0.837502,-2.914363
29,0.794538,1.909028,1.915040,-0.984270,-2.131689
30,0.635024,1.311471,2.021211,-0.999961,-1.894995
31,0.794538,1.909028,1.915040,-0.984270,-2.131689
32,0.546235,1.454887,2.519083,-0.837502,-2.914363
33,0.635024,1.311471,2.021211,-0.999961,-1.894995
34,0.794538,1.909028,1.915040,-0.984270,-2.131689
35,0.546235,1.454887,2.519083,-0.837502,-2.914363
36,0.635024,1.311471,2.021211,-0.999961,-1.894995
37,0.794538,1.909028,1.915040,-0.984270,-2.131689
38,0.546235,1.454887,2.519083,-0.837502,-2.914363
39,0.635024,1.311477,2.021211,-0.999961,-1.894995
40,0.635024,1.311471,2.021211,-0.999961,-1.894995
41,0.794538,1.909028,1.915040,-0.984270,-2.131689
42,0.546235,1.454887,2.519083,-0.837502,-2.914363
43,0.635024,1.311471,2.021211,-0.999961,-1.894995
44,0.546235,1.454887,2.519083,-0.837502,-2.914363
45,0.794799,1.908674,1.941937,-0.952410,-2.132303
46,0.794538,1.909028,1.915040,-0.984270,-2.131689
47,0.635024,1.311471,2.021211,-0.999961,-1.894995
48,0.794538,1.909028,1.915040,-0.984270,-2.131689
49,0.794799,1.908674,1.941937,-0.952410,-2.132303
50,0.546235,1.454887,2.519083,-0.837502,-2.914363
51,0.635024,1.311471,2.021211,-0.999961,-1.894995
52,0.794538,1.909028,1.915040,-0.984270,-2.131689
53,0.794799,1.908674,1.941937,-0.952410,-2.132303
54,0.546235,1.454887,2.519083,-0.837502,-2.914363
55,0.635024,1.307627,2.021211,-0.999548,-1.894995
56,0.794799,1.903269,1.941937,-0.943496,-2.132303
57,0.794538,1.909028,1.915040,-0.984270,-2.131689
58,0.794799,1.908674,1.941937,-0.952410,-2.132303
59,0.546235,1.454887,2.519083,-0.837502,-2.914363
60,0.635024,1.529333,2.021211,-0.715632,-3.236796
61,0.635024,1.311393,2.021211,-0.999964,-1.894995
62,0.635024,1.311471,2.021211,-0.999961,-1.894995
63,0.794538,1.909028,1.915040,-0.984270,-2.131689
64,0.794799,1.908674,1.941937,-0.952410,-2.132303
65,0.546235,1.454887,2.519083,-0.837502,-2.914363
66,0.635024,1.311393,2.021211,-0.999964,-1.894995
67,0.635024,1.526035,2.021211,-0.743254,-3.236796
68,0.635024,1.311471,2.021211,-0.999961,-1.894995
69,0.635024,1.529333,2.021211,-0.715632,-3.236796
70,0.635024,1.314691,2.021211,-0.999853,-1.894995
71,0.794538,1.909028,1.915040,-0.984270,-2.131689
72,0.794799,1.908674,1.941937,-0.952410,-2.132303
73,0.546235,1.454887,2.519083,-0.837502,-2.914363
74,0.635024,1.311393,2.021211,-0.999964,-1.894995
75,0.635024,1.526035,2.021211,-0.743254,-3.236796
76,0.635024,1.311471,2.021211,-0.999961,-1.894995
77,0.635024,1.529333,2.021211,-0.715632,-3.236796
78,0.649274,1.291930,2.006438,-0.829641,-1.931527
79,0.635024,1.311393,2.021211,-0.999964,-1.894995
80,0.794538,1.909028,1.915040,-0.984270,-2.131689
81,0.794799,1.908674,1.941937,-0.952410,-2.132303
82,0.546235,1.454887,2.519083,-0.837502,-2.914363
83,0.635024,1.526035,2.021211,-0.743254,-3.236796
84,0.635024,1.311393,2.021211,-0.999964,-1.894995
85,0.794538,1.909028,1.915040,-0.984270,-2.131689
86,0.794799,1.908674,1.941937,-0.952410,-2.132303
87,0.546235,1.454887,2.519083,-0.837502,-2.914363
88,0.635024,1.526035,2.021211,-0.743254,-3.236796
89,0.790163,1.910595,1.915040,-0.968727,-2.119959
90,0.635024,1.311393,2.021211,-0.999964,-1.894995
91,0.794538,1.909028,1.915040,-0.984270,-2.131689
92,0.794799,1.908674,1.941937,-0.952410,-2.132303
93,0.546235,1.454887,2.519083,-0.837502,-2.914363
94,0.635024,1.526035,2.021211,-0.743254,-3.236796
95,0.798044,1.201169,0.146022,-0.669857,-4.042653
96,0.790163,1.910595,1.915040,-0.968727,-2.119959
97,0.789676,1.778155,1.915040,-0.840582,-2.118027
98,0.635024,1.311393,2.021211,-0.999964,-1.894995
99,0.794538,1.909028,1.915040,-0.984270,-2.131689
100,0.794799,1.908674,1.941937,-0.952410,-2.132303
101,0.546235,1.454887,2.519083,-0.837502,-2.914363
102,0.635024,1.526035,2.021211,-0.743254,-3.236796
103,0.798044,1.201169,0.146022,-0.669857,-4.042653
104,0.790163,1.910595,1.915040,-0.968727,-2.119959
105,0.808205,1.910595,1.915040,-0.748746,-2.182878
106,0.789676,1.778155,1.915040,-0.840582,-2.118027
107,0.635024,1.311393,2.021211,-0.999964,-1.894995
108,0.546235,1.454887,2.519083,-0.837502,-2.914363
109,0.635024,1.526035,2.021211,-0.743254,-3.236796
110,0.798044,1.201169,0.146022,-0.669857,-4.042653
111,0.808205,1.917240,1.886867,-0.891651,-2.182878
112,0.794799,1.908666,1.915062,-0.990422,-2.132303
113,0.808205,1.910595,1.915040,-0.748746,-2.182878
114,0.794538,1.909028,1.915040,-0.984270,-2.131689
115,0.794799,1.908674,1.941937,-0.952410,-2.132303
116,0.783879,1.910595,1.915040,-0.990067,-2.105010
117,0.635024,1.311393,2.021211,-0.999964,-1.894995
118,0.794799,1.908666,1.915062,-0.990422,-2.132303
119,0.808205,1.917240,1.886867,-0.891651,-2.182878
120,0.546235,1.454887,2.519083,-0.837502,-2.914363
121,0.635024,1.526035,2.021211,-0.743254,-3.236796
122,0.635024,1.311393,2.021211,-0.999964,-1.894995
123,0.794799,1.908666,1.915062,-0.990422,-2.132303
124,0.635024,1.513397,2.021211,-0.840463,-3.236796
125,0.808205,1.922612,1.886867,-0.903559,-2.182878
126,0.635024,1.314880,2.021211,-0.999847,-1.894995
127,0.546235,1.454887,2.519083,-0.837502,-2.914363
128,0.635024,1.514892,2.021211,-0.829861,-3.236796
129,0.808205,1.917240,1.886867,-0.891651,-2.182878
130,0.808205,1.917240,1.888541,-0.891651,-2.182878
131,0.635024,1.318070,2.021211,-0.999740,-1.894995
132,0.635024,1.519359,2.021211,-0.796613,-3.236796
133,0.635024,1.308162,2.021211,-0.999637,-1.894995
134,0.635024,1.526035,2.021211,-0.743254,-3.236796
135,0.635024,1.322537,2.021211,-0.999591,-1.894995
136,0.635024,1.529266,2.021211,-0.716202,-3.236796
137,0.635024,1.324031,2.021211,-0.999541,-1.894995
138,0.654010,1.522548,1.910131,-0.715133,-2.035257
139,0.635024,1.306022,2.021211,-0.999278,-1.894995
140,0.635024,1.304274,2.021211,-0.998985,-1.894995
141,0.635024,1.311393,1.960613,-0.998870,-1.894995
142,0.548087,1.454887,2.519083,-0.744747,-1.497492
143,0.635024,1.460963,2.021211,-0.660603,-0.236518
144,0.635024,1.311393,2.021211,-0.999964,-1.894995
145,0.794799,1.908666,1.915062,-0.990422,-2.132303
146,0.635024,1.513397,2.021211,-0.840463,-3.236796
147,0.808205,1.922612,1.886867,-0.903559,-2.182878
148,0.795738,1.913662,1.915062,-0.969966,-2.135849
149,0.654010,1.526234,1.910131,-0.785990,-3.315799
150,0.635031,1.304274,2.021211,-0.998243,-1.895625
151,0.804496,1.901388,1.886867,-0.922139,-2.168206
152,0.635024,1.513397,2.021520,-0.840463,-3.236796
153,0.635024,1.314880,2.021211,-0.999847,-1.894995
154,0.635698,1.320204,2.029144,-0.985284,-1.896678
155,0.808205,1.917240,1.886867,-0.891651,-2.182878
156,0.808205,1.917240,1.888541,-0.891651,-2.182878
157,0.546235,1.454887,2.519083,-0.837502,-2.914363
158,0.635024,1.514892,2.021211,-0.829861,-3.236796
159,0.635024,1.318070,2.021211,-0.999740,-1.894995
160,0.638733,1.332617,2.165102,-0.845697,-1.904201
161,0.635024,1.519359,2.021211,-0.796613,-3.236796
162,0.635024,1.308162,2.021211,-0.999637,-1.894995
163,0.635024,1.526035,2.021211,-0.743254,-3.236796
164,0.635024,1.322537,2.021211,-0.999591,-1.894995
165,0.635024,1.529266,2.021211,-0.716202,-3.236796
166,0.635024,1.324031,2.021211,-0.999541,-1.894995
167,0.654010,1.522548,1.910131,-0.715133,-2.035257
168,0.793696,1.892623,2.021211,-0.631662,-2.128700
169,0.635024,1.306022,2.021211,-0.999278,-1.894995
170,0.635298,1.526035,2.503966,-0.703930,-1.895889
171,0.636433,1.528526,2.519083,-0.650647,-1.898576
172,0.635024,1.304274,2.021211,-0.998985,-1.894995
173,0.635024,1.311393,1.960613,-0.998870,-1.894995
174,0.635024,1.311393,2.021211,-0.999964,-1.894995
175,0.794799,1.908666,1.915062,-0.990422,-2.132303
176,0.635024,1.513397,2.021211,-0.840463,-3.236796
177,0.795738,1.913662,1.915062,-0.969966,-2.135849
178,0.654010,1.526234,1.910131,-0.785990,-3.315799
179,0.635031,1.304274,2.021211,-0.998243,-1.895625
180,0.635024,1.513397,2.021520,-0.840463,-3.236796
181,0.658250,1.522548,1.886475,-0.775680,-3.321577
182,0.808205,1.950029,1.886867,-0.952379,-2.182878
183,0.635024,1.309725,2.021211,-0.999900,-1.894995
184,0.635698,1.320204,2.029144,-0.985284,-1.896678
185,0.635703,1.320204,2.029144,-0.985284,-1.896678
186,0.546235,1.454887,2.519083,-0.837502,-2.914363
187,0.635024,1.513908,2.021211,-0.836868,-3.236796
188,0.808205,1.922612,1.886867,-0.903559,-2.182878
189,0.804496,1.901388,1.886867,-0.922139,-2.168206
190,0.635024,1.314880,2.021211,-0.999847,-1.894995
191,0.635024,1.514892,2.021211,-0.829861,-3.236796
192,0.808205,1.917240,1.886867,-0.891651,-2.182878
193,0.808205,1.917240,1.888541,-0.891651,-2.182878
194,0.635024,1.318070,2.021211,-0.999740,-1.894995
195,0.635024,1.519359,2.021211,-0.796613,-3.236796
196,0.638733,1.332617,2.165102,-0.845697,-1.904201
197,0.635024,1.308162,2.021211,-0.999637,-1.894995
198,0.635024,1.519529,2.021211,-0.795306,-3.236796
199,0.635024,1.322367,2.021211,-0.999596,-1.894995
200,0.635024,1.526035,2.021211,-0.743254,-3.236796
201,0.635024,1.322537,2.021211,-0.999591,-1.894995
202,0.635024,1.529266,2.021211,-0.716202,-3.236796
203,0.635024,1.324031,2.021211,-0.999541,-1.894995
204,0.654010,1.522548,1.910131,-0.715133,-2.035257
205,0.655077,1.526226,1.910131,-0.703631,-2.035376
206,0.633957,1.529274,2.021211,-0.678415,-3.171332
207,0.635024,1.306022,2.021211,-0.999278,-1.894995
208,0.635019,1.306022,2.021211,-0.999278,-1.894995
209,0.635298,1.526035,2.503966,-0.703930,-1.895889
210,0.793696,1.892623,2.021211,-0.631662,-2.128700
211,0.636433,1.528526,2.519083,-0.650647,-1.898576
212,0.635024,1.304274,2.021211,-0.998985,-1.894995
213,0.635024,1.311393,2.021211,-0.999964,-1.894995
214,0.794799,1.908666,1.915062,-0.990422,-2.132303
215,0.654010,1.526234,1.910131,-0.785990,-3.315799
216,0.635031,1.304274,2.021211,-0.998243,-1.895625
217,0.658250,1.522548,1.886475,-0.775680,-3.321577
218,0.808205,1.950029,1.886867,-0.952379,-2.182878
219,0.635024,1.513378,2.021520,-0.840595,-3.236796
220,0.801667,1.901388,1.886867,-0.976284,-2.156414
221,0.658250,1.522548,1.884596,-0.775680,-3.321577
222,0.635040,1.323794,2.029144,-0.999944,-1.895540
223,0.570867,1.334851,2.021090,-0.902529,-3.040762
224,0.635698,1.320204,2.029144,-0.985284,-1.896678
225,0.635703,1.320204,2.029144,-0.985284,-1.896678
226,0.636941,1.314880,2.021211,-0.979741,-1.899163
227,0.808205,1.922612,1.886867,-0.903559,-2.182878
228,0.804496,1.901388,1.886867,-0.922139,-2.168206
