Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
1,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
2,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
3,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
4,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
5,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
6,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
7,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
8,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
9,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
10,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
11,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
12,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
13,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
14,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
15,0.635024,1.311393,2.021514,-0.999964,-1.894995,1
16,0.635024,1.311393,2.021533,-0.999964,-1.894995,1
17,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
18,0.635024,1.311393,2.021514,-0.999964,-1.894995,1
19,0.635024,1.311393,2.021533,-0.999964,-1.894995,1
20,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
21,0.635024,1.311393,2.021514,-0.999964,-1.894995,1
22,0.635024,1.311393,2.021533,-0.999964,-1.894995,1
23,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
24,0.635024,1.311393,2.021514,-0.999964,-1.894995,1
25,0.635024,1.311393,2.021533,-0.999964,-1.894995,1
26,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
27,0.635024,1.311393,2.021514,-0.999964,-1.894995,1
28,0.635024,1.311393,2.021533,-0.999964,-1.894995,1
29,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
30,0.635024,1.311393,2.021514,-0.999964,-1.894995,1
31,0.635024,1.311393,2.021533,-0.999964,-1.894995,1
32,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
33,0.635024,1.311393,2.021514,-0.999964,-1.894995,1
34,0.635024,1.311393,2.021533,-0.999964,-1.894995,1
35,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
36,0.635024,1.311393,2.021514,-0.999964,-1.894995,1
37,0.635024,1.311393,2.021533,-0.999964,-1.894995,1
38,0.635024,1.311393,2.022123,-0.999964,-1.894995,1
39,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
40,0.635024,1.311393,2.021514,-0.999964,-1.894995,1
41,0.635024,1.311393,2.021533,-0.999964,-1.894995,1
42,0.635024,1.311393,2.022123,-0.999964,-1.894995,1
43,0.635031,1.310724,2.018220,-0.999953,-1.895625,1
44,0.815629,2.178895,1.888985,-0.998932,-2.212065,1
45,0.815629,2.178895,1.888985,-0.998932,-2.212065,1
46,0.815629,2.178895,1.888985,-0.998932,-2.212065,1
47,0.815619,2.219722,1.888941,-0.997811,-2.212072,1
48,0.819538,2.153647,1.888985,-0.981473,-2.227207,1
49,0.819538,2.153647,1.888985,-0.981473,-2.227207,1
50,0.819538,2.153647,1.888596,-0.981473,-2.227207,1
51,0.819538,2.153647,1.888985,-0.981473,-2.227207,1
52,0.819538,2.153647,1.888596,-0.981473,-2.227207,1
53,0.819538,2.153647,1.888985,-0.981473,-2.227207,1
54,0.819538,2.153647,1.888596,-0.981473,-2.227207,1
55,0.819651,2.482890,1.888985,-0.972673,-2.227348,1
56,0.571811,1.334851,2.021249,-0.914631,-3.046086,1
57,0.571811,1.334851,2.021249,-0.914631,-3.046086,1
58,0.571811,1.334851,2.021249,-0.914631,-3.046086,1
59,0.571811,1.334851,2.021249,-0.914631,-3.046086,1
60,0.571482,1.334851,2.021237,-0.905373,-3.046225,1
61,0.635222,1.511081,2.029192,-0.861054,-3.237115,1
62,0.654387,1.526221,1.911113,-0.790817,-3.315979,1
63,0.654387,1.526221,1.911113,-0.790817,-3.315979,1
64,0.654387,1.526221,1.911113,-0.790817,-3.315979,1
65,0.654387,1.526221,1.911113,-0.790817,-3.315979,1
66,0.657510,1.522430,1.886854,-0.778600,-3.384729,1
67,0.657510,1.522430,1.886854,-0.778600,-3.384729,1
68,0.657510,1.522430,1.886854,-0.778600,-3.384729,1
69,0.657510,1.522430,1.886854,-0.778600,-3.384729,1
70,0.657510,1.522430,1.886840,-0.778600,-3.384729,1
71,0.659041,1.529785,1.886519,-0.749630,-3.387648,1
72,0.659041,1.529785,1.886519,-0.749630,-3.387648,1
73,0.798044,1.201169,0.146022,-0.669857,-4.042653,1
74,0.798044,1.201169,0.146022,-0.669857,-4.042653,1
75,0.798044,1.201169,0.146022,-0.669857,-4.042653,1
76,1.999771,2.008774,0.020427,-0.480320,-6.520802,0
77,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
78,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
79,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
80,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
81,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
82,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
83,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
84,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
85,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
86,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
87,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
88,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
89,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
90,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
91,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
92,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
93,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
94,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
95,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
96,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
97,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
98,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
99,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
100,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
101,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
102,1.999750,2.197990,2.965413,-0.000000,-6.986497,0
103,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
104,1.999750,2.197990,2.965413,-0.000000,-6.986497,0
105,1.999750,2.197990,2.901578,-0.000000,-6.986497,0
106,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
107,1.999750,2.197990,2.965413,-0.000000,-6.986497,0
108,1.999750,2.197990,2.901578,-0.000000,-6.986497,0
109,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
110,1.999750,2.197990,2.965413,-0.000000,-6.986497,0
111,1.999750,2.197990,2.901578,-0.000000,-6.986497,0
112,1.999750,2.074759,3.005426,-0.000000,-6.986497,0
113,1.999750,2.191344,2.853188,-0.000000,-6.986497,0
