Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,0.635024,1.582142,2.450599,-0.996863,-1.894995,1
1,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
2,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
3,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
4,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
5,1.348410,1.200848,0.465311,-0.000000,-4.294044,0
6,1.952696,1.745469,0.556850,-0.000000,-6.790535,0
7,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
8,0.635024,1.582142,2.450599,-0.996863,-1.894995,1
9,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
10,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
11,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
12,1.348410,1.200848,0.465311,-0.000000,-4.294044,0
13,1.994569,1.745469,0.424392,-0.000000,-6.959230,0
14,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
15,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
16,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
17,0.635024,1.582142,2.450599,-0.996863,-1.894995,1
18,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
19,1.348410,1.200848,0.465311,-0.000000,-4.294044,0
20,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
21,1.994569,1.745469,0.424392,-0.000000,-6.959230,0
22,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
23,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
24,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
25,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
26,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
27,1.994569,1.745469,0.424392,-0.000000,-6.959230,0
28,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
29,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
30,0.635024,1.583927,2.450599,-0.997090,-1.894995,1
31,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
32,0.635024,1.447658,2.235897,-0.999693,-1.894995,1
33,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
34,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
35,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
36,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
37,1.994569,1.745469,0.424392,-0.000000,-6.959230,0
38,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
39,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
40,0.635024,1.447658,2.235897,-0.999693,-1.894995,1
41,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
42,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
43,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
44,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
45,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
46,1.994569,1.745469,0.424392,-0.000000,-6.959230,0
47,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
48,0.635024,1.447658,2.235897,-0.999693,-1.894995,1
49,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
50,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
51,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
52,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
53,1.995628,1.745469,0.291805,-0.000000,-6.962911,0
54,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
55,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
56,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
57,0.635024,1.447658,2.235897,-0.999693,-1.894995,1
58,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
59,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
60,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
61,1.995628,1.745469,0.291805,-0.000000,-6.962911,0
62,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
63,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
64,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
65,0.635024,1.447658,2.235897,-0.999693,-1.894995,1
66,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
67,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
68,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
69,1.995628,1.745469,0.291805,-0.000000,-6.962911,0
70,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
71,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
72,0.635024,1.311471,2.021211,-0.999961,-1.894995,1
73,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
74,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
75,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
76,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
77,1.995628,1.745469,0.291805,-0.000000,-6.962911,0
78,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
79,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
80,0.635024,1.311471,2.021211,-0.999961,-1.894995,1
81,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
82,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
83,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
84,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
85,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
86,1.995628,1.745469,0.291805,-0.000000,-6.962911,0
87,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
88,0.635024,1.311471,2.021211,-0.999961,-1.894995,1
89,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
90,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
91,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
92,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
93,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
94,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
95,1.995655,2.507041,4.582891,-0.000000,-6.971976,0
96,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
97,1.995655,1.311851,4.415645,-0.000000,-6.971976,0
98,0.575308,1.454887,2.519083,-0.661344,-0.089286,0
99,0.675777,1.311252,2.005346,-0.431231,-1.966389,0
100,1.995628,1.745469,0.291805,-0.000000,-6.962911,0
101,1.348410,1.200848,0.357334,-0.000000,-4.294044,0
102,0.635024,1.311471,2.021211,-0.999961,-1.894995,1
103,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
104,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
105,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
106,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
107,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
108,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
109,1.995655,2.507041,4.582891,-0.000000,-6.971976,0
110,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
111,1.995655,1.311851,4.415645,-0.000000,-6.971976,0
112,1.995655,2.234421,4.533060,-0.000000,-6.971976,0
113,1.980730,1.775450,0.254242,-0.000004,-5.179751,0
114,1.995655,2.251117,4.367861,-0.000000,-6.971976,0
115,0.635024,1.311477,2.021211,-0.999961,-1.894995,1
116,0.635024,1.311471,2.021211,-0.999961,-1.894995,1
117,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
118,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
119,0.675777,1.301034,1.030918,-0.321208,-3.279440,0
120,0.965431,1.825846,0.753186,-0.172611,-3.524327,0
121,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
122,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
123,1.995655,2.507041,4.582891,-0.000000,-6.971976,0
124,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
125,1.995655,1.311851,4.415645,-0.000000,-6.971976,0
126,1.995655,2.234421,4.533060,-0.000000,-6.971976,0
127,1.980730,1.775450,0.254242,-0.000004,-5.179751,0
128,1.995655,2.251117,4.367861,-0.000000,-6.971976,0
129,1.995628,1.781730,2.123622,-0.000000,-6.971976,0
130,0.635024,1.311471,2.021211,-0.999961,-1.894995,1
131,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
132,0.675515,1.301387,1.072708,-0.406271,-3.540864,0
133,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
134,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
135,1.980730,1.775450,0.254242,-0.000004,-5.179751,0
136,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
137,0.794799,1.908674,1.941937,-0.952410,-2.132303,1
138,1.357842,1.187283,0.166673,-0.000020,-4.332329,0
139,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
140,1.995655,2.234421,4.533060,-0.000000,-6.971976,0
141,1.995655,2.255322,4.415645,-0.000000,-6.971976,0
142,1.995628,1.781730,2.123622,-0.000000,-6.971976,0
143,1.995655,2.251117,4.367861,-0.000000,-6.971976,0
144,0.635024,1.311471,2.021211,-0.999961,-1.894995,1
145,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
146,0.794799,1.908674,1.941937,-0.952410,-2.132303,1
147,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
148,0.675515,1.301387,1.072708,-0.406271,-3.540864,0
149,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
150,1.357842,1.187283,0.166673,-0.000020,-4.332329,0
151,1.980730,1.775450,0.254242,-0.000004,-5.179751,0
152,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
153,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
154,1.995655,2.234421,4.533060,-0.000000,-6.971976,0
155,1.995655,2.255322,4.415645,-0.000000,-6.971976,0
156,1.995628,1.781730,2.123622,-0.000000,-6.971976,0
157,1.995655,2.251117,4.367861,-0.000000,-6.971976,0
158,0.635024,1.311471,2.021211,-0.999961,-1.894995,1
159,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
160,0.794799,1.908674,1.941937,-0.952410,-2.132303,1
161,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
162,0.675515,1.301387,1.072708,-0.406271,-3.540864,0
163,1.357842,1.187283,0.166673,-0.000020,-4.332329,0
164,1.980730,1.775450,0.254242,-0.000004,-5.179751,0
165,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
166,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
167,1.995655,2.234421,4.533060,-0.000000,-6.971976,0
168,1.995655,2.255322,4.415645,-0.000000,-6.971976,0
169,1.995628,1.781730,2.123622,-0.000000,-6.971976,0
170,1.995655,2.251117,4.367861,-0.000000,-6.971976,0
171,1.348410,1.222960,0.140677,-0.000185,-4.294044,0
172,1.980752,1.775450,0.254242,-0.000004,-5.179751,0
173,1.995655,2.197990,3.869342,-0.000000,-6.971976,0
174,1.995655,2.254961,4.415645,-0.000000,-6.971976,0
175,1.995634,2.234421,4.533060,-0.000000,-6.971976,0
176,1.947774,1.311471,2.021211,-0.000000,-6.772918,0
177,0.635024,1.307627,2.021211,-0.999548,-1.894995,1
178,0.794799,1.903269,1.941937,-0.943496,-2.132303,1
179,1.348410,1.200848,0.140677,-0.000085,-4.294044,0
180,1.458715,1.153850,0.192522,-0.000000,-4.760715,0
181,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
182,0.794799,1.908674,1.941937,-0.952410,-2.132303,1
183,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
184,0.675515,1.301387,1.072708,-0.406271,-3.540864,0
185,1.357842,1.187283,0.166673,-0.000020,-4.332329,0
186,1.980730,1.775450,0.254242,-0.000004,-5.179751,0
187,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
188,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
189,1.995655,2.234421,4.533060,-0.000000,-6.971976,0
190,1.995655,2.255322,4.415645,-0.000000,-6.971976,0
191,1.995628,1.781730,2.123622,-0.000000,-6.971976,0
192,1.995655,2.251117,4.367861,-0.000000,-6.971976,0
193,1.348410,1.222960,0.140677,-0.000185,-4.294044,0
194,1.980752,1.775450,0.254242,-0.000004,-5.179751,0
195,1.995655,2.197990,3.869342,-0.000000,-6.971976,0
196,1.995655,2.254961,4.415645,-0.000000,-6.971976,0
197,1.995634,2.234421,4.533060,-0.000000,-6.971976,0
198,1.995628,1.780593,4.103390,-0.000000,-6.971976,0
199,1.995655,2.254961,3.875320,-0.000000,-6.971976,0
200,0.635024,1.529333,2.021211,-0.715632,-3.236796,1
201,1.995655,2.197990,4.409666,-0.000000,-6.971976,0
202,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
203,0.635024,1.311471,2.021211,-0.999961,-1.894995,1
204,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
205,0.794799,1.908674,1.941937,-0.952410,-2.132303,1
206,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
207,0.675515,1.301387,1.072708,-0.406271,-3.540864,0
208,1.980730,1.775450,0.254242,-0.000004,-5.179751,0
209,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
210,1.348410,1.222960,0.140677,-0.000185,-4.294044,0
211,1.980752,1.775450,0.254242,-0.000004,-5.179751,0
212,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
213,1.387536,1.222960,0.146022,-0.000044,-4.462417,0
214,1.980168,1.781730,0.254242,-0.000005,-5.178702,0
215,0.635024,1.526035,2.021211,-0.743254,-3.236796,1
216,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
217,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
218,0.635024,1.311471,2.021211,-0.999961,-1.894995,1
219,1.357842,1.187283,0.166673,-0.000020,-4.332329,0
220,1.366419,1.187283,0.166673,-0.000015,-4.372979,0
221,0.635024,1.529333,2.021211,-0.715632,-3.236796,1
222,1.996827,2.254961,3.875320,-0.000000,-6.976237,0
223,1.989307,2.113824,2.009786,-0.000000,-6.941727,0
224,1.995655,2.251117,4.415645,-0.000000,-6.971976,0
225,0.635024,1.314691,2.021211,-0.999853,-1.894995,1
226,1.327746,1.222960,1.949323,-0.000000,-3.843030,0
227,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
228,0.794799,1.908674,1.941937,-0.952410,-2.132303,1
229,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
230,1.980730,1.775450,0.254242,-0.000004,-5.179751,0
231,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
232,1.348410,1.222960,0.140677,-0.000185,-4.294044,0
233,1.980752,1.775450,0.254242,-0.000004,-5.179751,0
234,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
235,1.387536,1.222960,0.146022,-0.000044,-4.462417,0
236,1.980168,1.781730,0.254242,-0.000005,-5.178702,0
237,0.635024,1.526035,2.021211,-0.743254,-3.236796,1
238,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
239,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
240,0.794799,1.214676,0.130629,-0.433507,-4.037508,0
241,1.980652,1.775450,0.254242,-0.000004,-5.179233,0
242,0.635024,1.311471,2.021211,-0.999961,-1.894995,1
243,1.996827,2.254961,3.875320,-0.000000,-6.976237,0
244,0.675515,1.301387,1.072708,-0.406271,-3.540864,0
245,0.635024,1.529333,2.021211,-0.715632,-3.236796,1
246,1.357842,1.187283,0.166673,-0.000020,-4.332329,0
247,0.649274,1.291930,2.006438,-0.829641,-1.931527,1
248,1.366419,1.187283,0.166673,-0.000015,-4.372979,0
249,1.995655,1.216766,0.120092,-0.000000,-6.962911,0
250,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
251,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
252,0.794799,1.908674,1.941937,-0.952410,-2.132303,1
253,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
254,0.635024,1.526035,2.021211,-0.743254,-3.236796,1
255,0.794799,1.214676,0.130629,-0.433507,-4.037508,0
256,1.348410,1.222960,0.140677,-0.000185,-4.294044,0
257,1.387536,1.222960,0.146022,-0.000044,-4.462417,0
258,1.980168,1.781730,0.254242,-0.000005,-5.178702,0
259,1.980652,1.775450,0.254242,-0.000004,-5.179233,0
260,1.980730,1.775450,0.254242,-0.000004,-5.179751,0
261,1.980752,1.775450,0.254242,-0.000004,-5.179751,0
262,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
263,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
264,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
265,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
266,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
267,0.794799,1.908674,1.941937,-0.952410,-2.132303,1
268,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
269,0.635024,1.526035,2.021211,-0.743254,-3.236796,1
270,0.794799,1.214676,0.130629,-0.433507,-4.037508,0
271,1.980168,1.781730,0.254242,-0.000005,-5.178702,0
272,1.980652,1.775450,0.254242,-0.000004,-5.179233,0
273,1.980730,1.775450,0.254242,-0.000004,-5.179751,0
274,1.980752,1.775450,0.254242,-0.000004,-5.179751,0
275,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
276,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
277,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
278,1.989607,1.781730,0.254064,-0.000003,-5.676958,0
279,1.362923,2.197990,0.150636,-0.006489,-4.859453,0
280,1.999750,2.197990,2.965413,-0.000000,-6.986497,0
281,0.790163,1.910595,1.915040,-0.968727,-2.119959,1
282,0.530889,1.454887,2.519083,-0.518378,-2.713391,0
283,1.980730,1.775450,0.284892,-0.000001,-6.909973,0
284,1.348410,1.222960,0.140677,-0.000185,-4.294044,0
285,1.387536,1.222960,0.146022,-0.000044,-4.462417,0
286,1.348410,1.222960,0.140685,-0.000185,-4.294044,0
287,1.363756,1.222960,0.140677,-0.000099,-4.358170,0
288,1.387536,1.222960,0.146013,-0.000044,-4.462417,0
289,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
290,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
291,0.794799,1.908674,1.941937,-0.952410,-2.132303,1
292,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
293,0.635024,1.526035,2.021211,-0.743254,-3.236796,1
294,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
295,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
296,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
297,1.999750,2.197990,2.965413,-0.000000,-6.986497,0
298,1.989607,2.008774,0.020427,-0.469361,-6.520802,0
299,1.999750,2.197990,2.901578,-0.000000,-6.986497,0
300,0.798044,1.201169,0.146022,-0.669857,-4.042653,1
301,0.790163,1.910595,1.915040,-0.968727,-2.119959,1
302,1.980730,1.775450,0.284892,-0.000001,-6.909973,0
303,1.969030,1.775450,0.285549,-0.000001,-6.855547,0
304,1.989607,1.781730,0.254064,-0.000003,-5.676958,0
305,0.798277,1.214676,0.129972,-0.462579,-4.043518,0
306,1.997988,2.195568,0.130629,-0.283614,-5.585613,0
307,1.993123,1.779097,2.519083,-0.000000,-6.963977,0
308,0.530889,1.454887,2.519083,-0.518378,-2.713391,0
309,1.980752,1.459740,0.217379,-0.000000,-6.909973,0
310,0.789676,1.778155,1.915040,-0.840582,-2.118027,1
311,0.794799,1.214676,0.130629,-0.433507,-4.037508,0
312,1.362923,2.197990,0.218364,-0.011223,-4.748031,0
313,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
314,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
315,0.794799,1.908674,1.941937,-0.952410,-2.132303,1
316,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
317,0.635024,1.526035,2.021211,-0.743254,-3.236796,1
318,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
319,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
320,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
321,1.999750,2.197990,2.965413,-0.000000,-6.986497,0
322,1.989607,2.008774,0.020427,-0.469361,-6.520802,0
323,1.999750,2.197990,2.901578,-0.000000,-6.986497,0
324,0.798044,1.201169,0.146022,-0.669857,-4.042653,1
325,0.790163,1.910595,1.915040,-0.968727,-2.119959,1
326,0.808205,1.910595,1.915040,-0.748746,-2.182878,1
327,1.980730,1.775450,0.284892,-0.000001,-6.909973,0
328,1.969030,1.775450,0.285549,-0.000001,-6.855547,0
329,1.989607,1.298555,0.020427,-0.000000,-6.942646,0
330,1.989607,1.781730,0.254064,-0.000003,-5.676958,0
331,0.798277,1.214676,0.129972,-0.462579,-4.043518,0
332,1.997988,2.195568,0.130629,-0.283614,-5.585613,0
333,1.993480,1.459740,2.647166,-0.000000,-6.965621,0
334,0.530889,1.454887,2.519083,-0.518378,-2.713391,0
335,0.789676,1.778155,1.915040,-0.840582,-2.118027,1
336,1.993123,1.779097,2.519083,-0.000000,-6.963977,0
337,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
338,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
339,0.635024,1.526035,2.021211,-0.743254,-3.236796,1
340,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
341,1.995628,1.781730,0.254242,-0.000002,-6.962911,0
342,1.999750,2.197990,3.005426,-0.000000,-6.986497,0
343,1.999750,2.197990,2.965413,-0.000000,-6.986497,0
344,1.999750,2.197990,2.901578,-0.000000,-6.986497,0
345,0.798044,1.201169,0.146022,-0.669857,-4.042653,1
346,1.999771,2.008774,0.020427,-0.480320,-6.520802,0
347,1.999750,2.074759,3.005426,-0.000000,-6.986497,0
348,0.808205,1.917240,1.886867,-0.891651,-2.182878,1
349,1.999750,2.191344,2.853188,-0.000000,-6.986497,0
350,0.794799,1.908666,1.915062,-0.990422,-2.132303,1
351,1.989607,1.760064,0.254064,-0.000001,-6.942646,0
352,1.991573,1.214676,0.129972,-0.000000,-6.949291,0
353,0.530889,1.454887,2.519083,-0.518378,-2.713391,0
354,0.750963,1.910903,1.994550,-0.502343,-2.984725,0
355,1.989607,2.008774,0.020427,-0.469361,-6.520802,0
356,0.808205,1.910595,1.915040,-0.748746,-2.182878,1
357,1.999427,2.227313,2.996964,-0.000000,-6.985496,0
358,0.794538,1.909028,1.915040,-0.984270,-2.131689,1
359,0.794799,1.908674,1.941937,-0.952410,-2.132303,1
360,0.783879,1.910595,1.915040,-0.990067,-2.105010,1
361,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
362,0.794799,1.908666,1.915062,-0.990422,-2.132303,1
363,0.808205,1.917240,1.886867,-0.891651,-2.182878,1
364,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
365,0.635024,1.526035,2.021211,-0.743254,-3.236796,1
366,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
367,0.794799,1.908666,1.915062,-0.990422,-2.132303,1
368,0.635024,1.513397,2.021211,-0.840463,-3.236796,1
369,0.808205,1.922612,1.886867,-0.903559,-2.182878,1
370,0.635024,1.314880,2.021211,-0.999847,-1.894995,1
371,0.546235,1.454887,2.519083,-0.837502,-2.914363,1
372,0.635024,1.514892,2.021211,-0.829861,-3.236796,1
373,0.808205,1.917240,1.886867,-0.891651,-2.182878,1
374,0.808205,1.917240,1.888541,-0.891651,-2.182878,1
375,0.635024,1.318070,2.021211,-0.999740,-1.894995,1
376,0.635024,1.519359,2.021211,-0.796613,-3.236796,1
377,0.635024,1.308162,2.021211,-0.999637,-1.894995,1
378,0.635024,1.526035,2.021211,-0.743254,-3.236796,1
379,0.635024,1.322537,2.021211,-0.999591,-1.894995,1
380,0.635024,1.529266,2.021211,-0.716202,-3.236796,1
381,0.635024,1.324031,2.021211,-0.999541,-1.894995,1
382,0.635024,1.562637,2.021211,-0.472863,-2.706201,0
383,0.654010,1.522548,1.910131,-0.715133,-2.035257,1
384,0.635024,1.306022,2.021211,-0.999278,-1.894995,1
385,0.869581,1.946315,2.689319,-0.000000,-2.450736,0
386,0.808205,1.949083,2.020264,-0.349477,-2.181350,0
387,0.668916,1.311393,2.021211,-0.524398,-1.948697,0
388,0.635024,1.304274,2.021211,-0.998985,-1.894995,1
389,0.704029,1.526035,2.242792,-0.177632,-2.022768,0
390,0.806870,1.526035,1.824366,-0.060875,-2.175414,0
391,0.635024,1.311393,1.960613,-0.998870,-1.894995,1
392,0.642605,1.460354,2.527905,-0.170650,-1.913755,0
393,0.808205,1.307549,1.886867,-0.000129,-2.168504,0
394,0.729505,1.311393,2.029220,-0.017246,-2.062043,0
395,0.548087,1.454887,2.519083,-0.744747,-1.497492,1
396,0.633908,1.454887,2.519083,-0.384074,-1.892621,0
397,0.635024,1.460963,2.021211,-0.660603,-0.236518,1
398,0.635698,1.446528,2.029144,-0.677580,-0.065423,0
399,0.546235,1.115694,2.994911,-0.001130,-1.683810,0
400,0.596498,1.526035,2.056821,-0.289583,-1.281558,0
401,0.518276,1.186023,2.410705,-0.593728,-0.013823,0
402,0.546235,1.305317,2.519083,-0.586281,-0.026068,0
403,0.545562,1.319752,2.511150,-0.578105,-0.047786,0
404,0.588520,1.533154,2.064089,-0.255479,-0.837626,0
405,0.636359,1.917240,2.019321,-0.197253,-0.138258,0
406,0.685596,1.311393,1.670723,-0.578056,-0.004292,0
407,0.635024,1.279550,1.887814,-0.549785,-0.032697,0
408,0.635024,1.311393,2.021211,-0.999964,-1.894995,1
409,0.794799,1.908666,1.915062,-0.990422,-2.132303,1
410,0.635024,1.513397,2.021211,-0.840463,-3.236796,1
411,0.808205,1.922612,1.886867,-0.903559,-2.182878,1
412,0.795738,1.913662,1.915062,-0.969966,-2.135849,1
413,0.654010,1.526234,1.910131,-0.785990,-3.315799,1
414,0.635031,1.304274,2.021211,-0.998243,-1.895625,1
415,0.804496,1.901388,1.886867,-0.922139,-2.168206,1
416,0.635024,1.513397,2.021520,-0.840463,-3.236796,1
