Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,1.983661,0.727852,4.877853,-0.000000,-6.921194,0
1,1.114446,2.395235,1.221703,-0.022615,-3.327394,0
2,1.981550,2.013323,0.713854,-0.000000,-6.836260,0
3,1.940029,1.751018,0.372352,-0.000000,-6.732405,0
4,0.693955,1.661786,1.912269,-0.545060,-3.218333,0
5,1.962233,2.458066,0.023491,-0.005737,-4.072458,0
6,0.376328,0.945204,2.173567,-0.571697,-2.474930,0
7,1.980640,2.962779,2.079473,-0.000000,-6.909455,0
8,1.983572,1.299735,3.496776,-0.000000,-6.920669,0
9,1.951323,0.555155,0.754984,-0.000000,-6.785727,0
10,1.728572,1.330258,0.531829,-0.000000,-5.867057,0
11,0.913850,1.304143,1.076679,-0.032166,-2.575915,0
12,1.049527,1.952357,1.805545,-0.000000,-3.016459,0
13,1.026001,1.887613,1.664364,-0.000000,-2.955730,0
14,1.137756,2.491417,1.877989,-0.000000,-3.312826,0
15,0.967793,1.918256,1.138591,-0.485877,-1.137952,0
16,0.640790,2.875097,2.043610,-0.277765,-1.909330,0
17,0.749883,2.670260,1.278647,-0.173351,-2.077895,0
18,0.672679,1.048763,1.224737,-0.549684,-0.009944,0
19,1.974386,1.075023,2.109516,-0.000000,-6.883845,0
20,1.924255,2.224058,4.968858,-0.000000,-6.677793,0
21,1.826780,0.593044,1.897489,-0.000000,-6.274036,0
22,1.874114,2.553362,4.351175,-0.000000,-6.469323,0
23,1.568014,2.781618,2.067838,-0.000000,-4.755542,0
24,1.664324,2.718879,1.957527,-0.000000,-5.160842,0
25,1.454751,0.694712,1.304273,-0.000000,-4.746779,0
26,1.503512,2.683006,1.763797,-0.000000,-4.499430,0
27,1.295580,1.807028,1.385240,-0.000000,-3.909197,0
28,1.520096,1.595694,1.618847,-0.000000,-4.688529,0
29,1.352778,1.874560,1.325613,-0.000000,-4.120730,0
30,1.586525,0.717549,1.981838,-0.000000,-5.291891,0
31,1.652292,2.882537,0.182198,-0.002349,-2.536914,0
32,0.829467,2.970333,0.257361,-0.004683,-2.414481,0
33,0.311889,1.139584,4.143186,-0.405224,-0.410853,0
34,0.562323,2.733147,2.317288,-0.161790,-1.723766,0
35,0.605661,1.957717,0.770876,-0.015612,-1.829580,0
36,1.952074,1.183142,4.718215,-0.000000,-6.796868,0
37,1.731171,2.508831,2.177332,-0.000000,-5.432042,0
38,1.823982,1.500632,2.198048,-0.000000,-6.264356,0
39,1.550719,0.917558,2.126950,-0.000000,-4.825707,0
40,1.013084,0.617143,0.800001,-0.000000,-2.928375,0
41,1.272521,0.984028,2.664539,-0.000000,-3.671740,0
42,1.190072,2.294890,2.646183,-0.000000,-3.325648,0
43,0.681477,2.949883,0.556585,-0.001643,-1.973946,0
44,0.629572,2.636889,0.715917,-0.002286,-1.881834,0
45,0.717512,2.559884,0.198685,-0.001423,-2.044648,0
46,0.753142,1.649074,2.643937,-0.000008,-2.086776,0
47,0.828380,1.342020,2.629823,-0.000000,-2.360366,0
48,0.598489,1.760268,2.125171,-0.233275,-0.063060,0
49,0.838938,2.443275,1.657788,-0.151947,-0.110647,0
50,0.189792,0.553238,2.265773,-0.042662,-0.768501,0
51,0.478301,1.935003,1.493093,-0.011832,-1.537978,0
52,1.818696,2.984278,2.723052,-0.000000,-6.245554,0
53,1.761297,2.103984,2.830726,-0.000000,-6.008516,0
54,1.722472,0.677778,2.682783,-0.000000,-5.844975,0
55,1.283949,1.454370,3.607870,-0.000000,-4.020522,0
56,0.910532,1.189685,3.262508,-0.000000,-2.564526,0
57,1.102726,0.778398,2.920295,-0.000000,-3.044655,0
58,1.067803,0.808572,2.737099,-0.000000,-2.944370,0
59,1.113892,0.693872,3.302671,-0.000000,-3.076589,0
60,1.065189,0.734684,2.457111,-0.000000,-2.942895,0
61,0.694861,0.544656,0.723824,-0.000000,-2.002661,0
62,0.710476,2.407126,4.343630,-0.000000,-2.035437,0
63,0.559504,1.267136,0.900643,-0.204041,-0.056493,0
64,0.829062,1.810851,0.751745,-0.113055,-0.071064,0
65,0.161793,0.840175,3.085662,-0.010758,-0.710514,0
66,0.282915,1.704995,1.585890,-0.000270,-1.083701,0
67,0.337961,2.050031,1.353934,-0.000230,-1.228934,0
68,0.336610,2.763490,0.471028,-0.000007,-1.290224,0
69,0.229982,1.435141,3.594400,-0.007644,-0.926086,0
70,1.774486,1.801498,2.349484,-0.000000,-6.060865,0
71,1.720012,2.729454,4.282169,-0.000000,-5.836830,0
72,0.841696,2.641563,4.540564,-0.000000,-2.233788,0
73,1.074584,1.592128,3.251018,-0.000000,-2.933220,0
74,0.496067,1.015027,4.202985,-0.000000,-1.555745,0
75,0.611741,2.214386,4.790195,-0.000000,-1.836394,0
76,0.263140,0.521539,4.683478,-0.000145,-0.932721,0
77,0.235051,2.131465,0.358895,-0.000002,-1.086592,0
78,0.180443,0.685947,0.050891,-0.002729,-0.797851,0
79,1.738959,2.875799,2.946025,-0.000000,-5.910254,0
80,1.728710,2.109481,3.731794,-0.000000,-5.875320,0
81,1.742432,1.200842,3.038988,-0.000000,-5.929929,0
82,1.524533,2.518329,3.620301,-0.000000,-5.042477,0
83,1.555340,2.552636,4.665619,-0.000000,-5.169850,0
84,1.717700,1.649926,3.507253,-0.000000,-5.829366,0
85,0.937174,1.430944,4.731196,-0.000000,-2.663247,0
86,0.737004,0.522782,4.868425,-0.000000,-2.057138,0
87,0.551797,0.535241,4.185979,-0.000000,-1.588122,0
88,0.161204,2.212252,0.750688,-0.000001,-0.931665,0
89,0.154990,1.464812,2.331829,-0.000056,-0.786960,0
90,0.119867,2.507465,1.953339,-0.000002,-0.791405,0
91,1.715565,1.216066,3.682035,-0.000000,-5.821055,0
92,1.346905,1.345144,4.410260,-0.000000,-4.288326,0
93,0.141831,2.722934,3.886369,-0.000045,-0.748282,0
94,1.596706,1.425718,4.882853,-0.000000,-5.341062,0
95,1.424902,0.770230,4.348807,-0.000000,-4.622271,0
96,0.106077,1.083334,1.345895,-0.000017,-0.649473,0
97,0.108276,2.363724,3.385034,-0.000011,-0.677882,0
98,1.364124,1.746949,3.834919,-0.000000,-4.364637,0
99,1.306157,2.108627,4.794877,-0.000000,-4.115156,0
100,1.114446,2.395235,1.221703,-0.022615,-3.327394,0
101,1.940029,1.751018,0.372352,-0.000000,-6.732405,0
102,0.693955,1.661786,1.912269,-0.545060,-3.218333,0
103,0.376328,0.945204,2.173567,-0.571697,-2.474930,0
104,0.604534,2.103984,2.831188,-0.945435,-1.826371,1
105,1.998738,1.418114,0.216038,-0.000000,-6.973566,0
106,1.962233,2.458066,0.059824,-0.009081,-4.129029,0
107,1.998790,1.312997,4.868425,-0.000000,-6.982632,0
108,1.728572,1.330258,0.190364,-0.000000,-5.867057,0
109,1.114446,2.326097,1.221703,-0.013475,-3.327394,0
110,0.921570,1.425718,1.195803,-0.047528,-2.604121,0
111,0.979358,1.918256,0.704074,-0.079169,-2.197232,0
112,0.749883,2.592457,1.350660,-0.281618,-2.083692,0
113,0.356390,0.536001,0.252973,-0.671552,-1.246324,1
114,1.983661,0.727852,4.877853,-0.000000,-6.921194,0
115,1.981550,2.013323,0.713854,-0.000000,-6.836260,0
116,1.980640,2.962779,2.079473,-0.000000,-6.909455,0
117,1.786301,2.636889,0.715456,-0.000000,-6.012132,0
118,1.833947,2.013323,0.774619,-0.000000,-6.195628,0
119,1.962233,2.458066,0.023491,-0.005737,-4.072458,0
120,0.913850,1.304143,1.076679,-0.032166,-2.575915,0
121,0.640790,2.875097,2.043610,-0.277765,-1.909330,0
122,0.749883,2.670260,1.278647,-0.173351,-2.077895,0
123,0.967793,1.918256,1.138591,-0.485877,-1.137952,0
124,1.441347,1.340041,0.072206,-0.642836,-0.319215,1
125,0.663097,2.913093,2.045324,-0.398018,-1.238401,0
126,0.302678,0.544393,1.385240,-0.637424,-0.677692,1
127,1.983572,1.299735,3.496776,-0.000000,-6.920669,0
128,1.983572,1.299735,3.496698,-0.000000,-6.920669,0
129,1.983579,0.727268,4.627982,-0.000000,-6.920669,0
130,1.951323,0.555155,0.754984,-0.000000,-6.785727,0
131,1.951405,0.555740,0.912474,-0.000000,-6.786378,0
132,1.956293,1.958717,0.770876,-0.000000,-6.688523,0
133,1.966277,2.984278,2.662287,-0.000000,-6.845651,0
134,1.728572,1.330258,0.531829,-0.000000,-5.867057,0
135,1.049527,1.952357,1.805545,-0.000000,-3.016459,0
136,1.137756,2.513418,1.877989,-0.000000,-3.312826,0
137,1.026001,1.918217,1.664364,-0.000000,-2.955730,0
138,1.652292,2.882537,0.182198,-0.002349,-2.536914,0
139,0.829467,2.970333,0.257361,-0.004683,-2.414481,0
140,0.562323,2.733147,2.317288,-0.161790,-1.723766,0
141,0.605661,1.957717,0.770876,-0.015612,-1.829580,0
142,0.717512,2.559884,0.540150,-0.005970,-2.032706,0
143,0.967793,1.887652,1.138591,-0.475401,-0.673803,0
144,0.693806,1.043640,1.224737,-0.594192,-0.147833,0
145,0.302920,1.201497,4.718215,-0.547894,-0.530765,0
146,1.982955,2.133142,4.877853,-0.000000,-6.918372,0
147,1.876364,1.267136,0.733158,-0.000000,-6.476763,0
148,1.295580,1.807028,1.385240,-0.000000,-3.909197,0
149,1.352778,1.874560,1.325613,-0.000000,-4.120730,0
150,1.137756,2.491417,1.877989,-0.000000,-3.312826,0
151,1.026001,1.887613,1.664364,-0.000000,-2.955730,0
152,0.717512,2.559884,0.198685,-0.001423,-2.044648,0
153,0.753142,1.649074,2.643937,-0.000008,-2.086776,0
154,0.721744,2.559884,0.131856,-0.001191,-2.059682,0
155,0.229982,1.079515,3.594400,-0.062164,-0.898917,0
156,0.478301,1.935003,1.493093,-0.011832,-1.537978,0
157,0.581807,1.750018,0.372352,-0.006130,-1.787191,0
158,0.681477,2.949883,0.556585,-0.001643,-1.973946,0
159,0.629572,2.636889,0.715917,-0.002286,-1.881834,0
160,0.672679,1.048763,1.224737,-0.549684,-0.009944,0
161,0.311889,1.139584,4.143186,-0.405224,-0.410853,0
162,0.311889,1.139884,4.143186,-0.399177,-0.480479,0
163,1.341248,1.970512,0.770876,-0.526369,-0.076765,0
164,0.671985,1.034016,1.229250,-0.540329,-0.034532,0
165,1.974386,1.075023,2.109516,-0.000000,-6.883845,0
166,1.974386,1.087679,2.109516,-0.000000,-6.883845,0
167,1.964804,1.102073,4.119827,-0.000000,-6.840008,0
168,1.874114,2.553362,4.351175,-0.000000,-6.469323,0
169,1.503512,2.683006,1.763797,-0.000000,-4.499430,0
170,1.520096,1.595694,1.584043,-0.000000,-4.692841,0
171,1.963677,2.019349,1.252999,-0.000000,-6.388878,0
172,1.283949,1.454370,1.530625,-0.000000,-3.840532,0
173,1.352778,1.362734,1.335305,-0.000000,-4.114419,0
174,1.013084,0.617143,0.800001,-0.000000,-2.928375,0
175,0.927604,1.048763,1.224737,-0.000000,-2.625478,0
176,1.952074,1.183142,4.718215,-0.000000,-6.796868,0
177,0.284483,1.183142,4.718215,-0.425326,-0.026549,0
178,0.598489,1.760268,2.125171,-0.233275,-0.063060,0
179,0.838938,2.443275,1.657788,-0.151947,-0.110647,0
180,0.189792,0.553238,2.265773,-0.042662,-0.768501,0
181,1.306157,2.108627,1.990238,-0.000000,-3.767369,0
182,1.008404,0.607416,0.811147,-0.000000,-2.910695,0
183,1.826780,0.593044,1.897489,-0.000000,-6.274036,0
184,1.586525,0.717549,1.981838,-0.000000,-5.291891,0
185,0.549991,0.746471,2.125171,-0.000027,-1.693562,0
186,0.229982,1.435141,3.594400,-0.007644,-0.926086,0
187,1.520096,1.595694,1.618847,-0.000000,-4.688529,0
188,0.828380,1.853846,2.629823,-0.000000,-2.333317,0
189,0.828380,1.342020,2.629823,-0.000000,-2.360366,0
190,1.924255,2.224058,4.968858,-0.000000,-6.677793,0
191,0.348810,2.457583,0.900452,-0.000041,-1.296473,0
192,0.282915,1.704995,1.585890,-0.000270,-1.083701,0
193,1.586525,1.713512,1.981838,-0.000000,-4.862017,0
194,1.664324,2.718879,1.957527,-0.000000,-5.160842,0
195,0.337961,2.050031,1.353934,-0.000230,-1.228934,0
196,1.454751,0.694712,1.275680,-0.000000,-4.746779,0
197,1.664984,2.718867,1.957527,-0.000000,-5.162643,0
198,0.824381,2.942182,3.087453,-0.000000,-2.346914,0
199,0.828380,1.342020,2.628370,-0.000000,-2.360366,0
