Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,1.999724,1.308562,1.952701,-0.000000,-6.986497,0
1,0.987412,1.547664,0.328494,-0.579967,-4.862092,0
2,1.999724,1.318846,1.952701,-0.000000,-6.986497,0
3,1.266941,2.033992,0.293196,-0.212622,-6.141827,0
4,1.525183,1.292142,0.040473,-0.889014,-2.284164,1
5,1.268997,2.205091,0.588843,-0.472637,-6.070844,0
6,1.320939,2.209715,0.297816,-0.120135,-6.341631,0
7,0.810860,1.582669,1.175752,-0.734115,-3.872253,1
8,1.999961,2.241917,2.096156,-0.000000,-6.986983,0
9,1.525183,1.292142,0.046833,-0.889014,-2.284164,1
10,1.988308,1.410520,0.040473,-0.000000,-6.937459,0
11,0.806637,2.254268,1.950507,-0.991571,-2.176259,1
12,1.999961,2.036345,2.096156,-0.000000,-6.986983,0
13,1.309534,2.074101,0.298007,-0.474160,-5.036513,0
14,0.801657,2.256749,1.950507,-0.997163,-2.156414,1
15,0.825506,1.400434,0.657007,-0.703047,-4.143852,1
16,1.268997,2.205091,0.588290,-0.472637,-6.070844,0
17,0.825299,2.558293,1.974885,-0.973576,-2.248656,1
18,1.999878,1.674750,0.582609,-0.000000,-6.977916,0
19,1.995822,1.300516,0.003015,-0.000000,-6.963563,0
20,0.770897,2.474465,2.155479,-0.999966,-2.088810,1
21,0.813461,2.478799,2.046448,-0.987286,-2.203547,1
22,1.356456,2.265691,0.309502,-0.104875,-6.379657,0
23,0.559184,0.992806,0.696401,-0.840292,-3.271791,1
24,1.999961,2.255511,2.096156,-0.000000,-6.986983,0
25,0.799720,2.370081,1.950507,-0.998910,-2.149361,1
26,1.999961,2.290834,2.096156,-0.000000,-6.986983,0
27,1.993159,1.548319,0.167940,-0.000000,-6.954912,0
28,1.277579,2.074101,0.298007,-0.136452,-6.167322,0
29,1.998470,2.211493,0.527368,-0.000000,-6.972913,0
30,1.993430,1.312448,0.010650,-0.000000,-6.956555,0
