Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,1.988388,1.308562,1.952701,-0.000000,-6.938475,0
1,1.266814,2.439908,0.821330,-0.354382,-4.676407,0
2,1.986394,1.674091,0.158599,-0.000028,-4.934276,0
3,1.961481,1.715384,1.365329,-0.000000,-6.384337,0
4,1.752139,1.291558,0.070919,-0.000000,-5.967508,0
5,0.799720,2.254049,1.950507,-0.995555,-2.149361,1
6,1.962762,1.080956,4.196731,-0.000000,-6.832971,0
7,0.985680,2.255593,1.449730,-0.306338,-2.832554,0
8,1.315850,2.977331,0.981566,-0.000474,-4.126088,0
9,1.819808,2.691824,0.168667,-0.007756,-3.277356,0
10,1.869644,2.423450,1.738604,-0.000000,-5.985577,0
11,1.793970,2.639958,4.250710,-0.000000,-6.141522,0
12,1.685897,2.492541,0.757649,-0.000000,-5.615546,0
13,0.870634,1.358064,0.767480,-0.468373,-0.106664,0
14,0.939120,1.538481,0.609289,-0.435601,-0.861770,0
15,0.750322,2.723871,1.465452,-0.335173,-2.083919,0
16,1.008355,1.507260,0.312978,-0.416681,-0.938539,0
17,1.941733,1.215971,3.367471,-0.000000,-6.746265,0
18,0.816310,2.197322,0.680207,-0.230418,-2.242207,0
19,1.765935,2.997948,0.379270,-0.031804,-2.423317,0
20,1.082349,1.601943,1.175752,-0.000021,-3.190582,0
21,1.704726,0.559533,1.518884,-0.000000,-5.776104,0
22,1.733141,2.198530,1.358316,-0.000000,-5.458630,0
23,1.256209,0.774626,0.040751,-0.000000,-3.887849,0
24,1.439960,2.033992,1.050135,-0.000000,-4.536958,0
25,1.054994,1.409582,0.084589,-0.269833,-0.177929,0
26,1.847971,2.877550,4.299461,-0.000000,-6.368339,0
27,1.880888,0.770008,2.831877,-0.000000,-6.505969,0
28,0.552343,1.049364,2.451443,-0.147538,-1.698703,0
29,0.574441,2.534311,3.651017,-0.094755,-1.759450,0
30,0.819238,2.530438,0.243364,-0.010272,-2.335837,0
31,0.861350,1.956855,2.536822,-0.000000,-2.363372,0
32,1.034439,2.848156,2.080456,-0.000000,-2.945530,0
33,1.626740,1.960538,2.624186,-0.000000,-5.460644,0
34,1.722208,1.490352,1.337728,-0.000000,-5.439440,0
35,1.063258,0.770883,1.469295,-0.000000,-3.087338,0
36,0.713466,1.532553,0.802019,-0.152726,-0.067623,0
37,1.681167,2.279573,2.920416,-0.000000,-5.681112,0
38,0.570078,2.012722,1.491483,-0.071393,-1.752026,0
39,0.598569,2.822615,3.894154,-0.000101,-1.801590,0
40,0.810315,0.912966,1.129834,-0.000071,-2.182897,0
41,0.827990,0.608905,0.000857,-0.000001,-2.251740,0
42,0.866377,1.454467,2.317504,-0.000000,-2.398356,0
43,0.968552,1.540366,2.514646,-0.000000,-2.679917,0
44,1.555159,2.525328,2.075432,-0.000000,-4.702044,0
45,1.588281,1.120164,3.961847,-0.000000,-5.305314,0
46,1.107387,2.522271,2.887481,-0.000000,-3.044447,0
47,0.201386,1.051942,4.050880,-0.042265,-0.790084,0
48,0.244463,1.199203,2.750661,-0.010711,-0.955560,0
49,0.972889,2.876195,0.969047,-0.051884,-0.079248,0
50,0.485964,2.795508,1.106988,-0.000566,-1.583610,0
51,0.629650,1.039276,2.501631,-0.000027,-1.867665,0
52,0.740234,1.569084,3.170483,-0.000000,-2.076762,0
53,0.793059,2.552715,3.407064,-0.000000,-2.194138,0
54,0.828241,1.078854,2.219186,-0.000000,-2.359164,0
55,1.282486,0.693835,2.781005,-0.000000,-4.015262,0
56,1.187800,1.117344,4.918822,-0.000000,-3.617885,0
57,1.276102,2.893381,3.570908,-0.000000,-3.968034,0
58,1.418875,2.132724,3.125246,-0.000000,-4.595204,0
59,1.513984,1.246104,3.713290,-0.000000,-4.998572,0
60,1.554144,2.686605,3.051423,-0.000000,-5.165877,0
61,0.988607,1.401881,4.293995,-0.000000,-2.840471,0
62,1.013996,2.415291,4.627963,-0.000000,-2.941666,0
63,1.026106,1.198707,4.328795,-0.000000,-2.991863,0
64,0.963210,0.880766,2.828546,-0.000000,-2.610424,0
65,1.021885,0.997679,4.680491,-0.000000,-2.973878,0
66,0.151980,0.765508,1.742415,-0.002817,-0.678989,0
67,0.227116,1.765966,3.465661,-0.001537,-0.925640,0
68,0.474770,0.758268,2.821164,-0.000068,-1.499959,0
69,0.501234,1.422496,4.117289,-0.000047,-1.565752,0
70,0.565403,1.517607,4.245843,-0.000000,-1.720388,0
71,0.595799,1.627321,4.694467,-0.000000,-1.794110,0
72,0.772616,2.833963,4.159384,-0.000000,-2.099770,0
73,0.859497,2.284010,4.016121,-0.000000,-2.303862,0
74,1.170664,1.834283,4.433283,-0.000000,-3.549491,0
75,1.172826,1.726889,4.983439,-0.000000,-3.558860,0
76,1.508658,0.588662,2.915532,-0.000000,-4.974208,0
77,1.510608,0.996958,4.497044,-0.000000,-4.986814,0
78,1.458814,1.259858,4.911371,-0.000000,-4.766553,0
79,0.944503,1.771483,4.930866,-0.000000,-2.688246,0
80,0.202925,2.493911,3.227683,-0.000121,-0.917975,0
81,0.197086,2.957177,4.692305,-0.000907,-0.854779,0
82,0.294040,2.420371,0.315383,-0.000003,-1.217186,0
83,0.237230,1.558440,0.730396,-0.000023,-1.017944,0
84,0.820037,2.442034,4.485384,-0.000000,-2.152581,0
85,0.832345,1.814312,4.920421,-0.000000,-2.199580,0
86,1.494001,0.802301,3.884139,-0.000000,-4.915743,0
87,0.121380,1.424714,3.507956,-0.000119,-0.651328,0
88,0.148446,2.524595,2.600598,-0.000009,-0.834244,0
89,0.150713,2.734566,2.660086,-0.000009,-0.837769,0
90,0.166797,1.889169,0.955800,-0.000002,-0.920072,0
91,0.791168,0.632162,3.900012,-0.000000,-2.103213,0
92,1.167575,2.240272,3.576294,-0.000000,-3.538940,0
93,1.424248,2.238832,4.582394,-0.000000,-4.620836,0
94,1.408580,1.112638,4.887142,-0.000000,-4.552549,0
95,0.103374,0.871284,1.791786,-0.000116,-0.602445,0
96,0.103404,1.874776,4.520559,-0.000075,-0.615036,0
97,1.363358,2.176977,2.850099,-0.000000,-4.361702,0
98,1.337716,1.940472,4.371399,-0.000000,-4.251812,0
99,1.336901,1.947913,4.808405,-0.000000,-4.249292,0
100,1.988388,1.308562,1.952701,-0.000000,-6.938475,0
101,1.266814,2.439908,0.821330,-0.354382,-4.676407,0
102,1.752139,1.291558,0.070919,-0.000000,-5.967508,0
103,0.799720,2.254049,1.950507,-0.995555,-2.149361,1
104,1.986394,1.155872,0.158599,-0.000000,-6.931340,0
105,1.986394,1.674091,0.167940,-0.000010,-5.477089,0
106,0.817638,1.403185,0.680207,-0.599651,-4.073933,0
107,1.266814,2.439908,0.629062,-0.075693,-5.009297,0
108,1.752139,1.297257,0.146740,-0.000000,-5.967508,0
109,1.961481,1.715384,1.365329,-0.000000,-6.384337,0
110,1.962762,1.080956,4.196731,-0.000000,-6.832971,0
111,1.979206,0.774626,3.198095,-0.000000,-6.905564,0
112,1.988388,1.308562,1.271373,-0.000000,-6.699645,0
113,1.962762,1.890346,4.201788,-0.000000,-6.832971,0
114,1.926912,2.795508,1.106988,-0.000000,-6.266798,0
115,0.810860,1.601943,1.175752,-0.597744,-3.938318,0
116,1.986394,1.674091,0.158599,-0.000028,-4.934276,0
117,1.817375,2.423450,0.190072,-0.036457,-4.411300,0
118,1.685897,2.492541,0.757649,-0.000000,-5.615546,0
119,1.691487,2.530448,0.757649,-0.000000,-5.635206,0
120,1.941733,1.215971,3.367471,-0.000000,-6.746265,0
121,1.793970,2.639958,4.250710,-0.000000,-6.141522,0
122,1.785376,0.597844,1.516385,-0.000000,-6.104449,0
123,1.872077,2.691824,1.717505,-0.000000,-5.994085,0
124,0.985680,2.255593,1.449730,-0.306338,-2.832554,0
125,1.011912,2.255593,1.449730,-0.050415,-2.934865,0
126,1.273038,2.222712,0.767480,-0.546892,-2.133197,0
