Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance
0,0.799720,2.254049,1.950507,-0.995555,-2.149361
1,0.799720,2.254049,1.950507,-0.995555,-2.149361
2,0.799720,2.254049,1.950507,-0.995555,-2.149361
3,0.817638,1.403185,0.696401,-0.637933,-4.073933
4,0.799720,2.539019,1.950507,-0.884887,-2.153752
5,0.799720,2.474841,2.212330,-0.775648,-2.149361
6,0.799720,2.254049,1.950507,-0.995555,-2.149361
7,0.817638,1.403185,0.696401,-0.637933,-4.073933
8,0.799720,2.539019,1.950507,-0.884887,-2.153752
9,0.559074,1.005020,0.696401,-0.685800,-3.271432
10,0.799720,2.474841,2.212330,-0.775648,-2.149361
11,0.552343,1.036845,1.083331,-0.693990,-0.598026
12,0.552343,1.373196,2.371111,-0.741461,-0.425229
13,0.799720,2.254049,1.950507,-0.995555,-2.149361
14,0.817638,1.403185,0.696401,-0.637933,-4.073933
15,0.799720,2.539019,1.950507,-0.884887,-2.153752
16,0.559074,1.005020,0.696401,-0.685800,-3.271432
17,0.799720,2.254049,1.952067,-0.995555,-2.149361
18,0.801238,1.274761,0.373053,-0.603491,-3.988929
19,0.799720,2.474841,2.212330,-0.775648,-2.149361
20,0.552343,1.037219,2.091008,-0.879533,-1.698703
21,0.799720,2.473129,2.212330,-0.772765,-2.149361
22,1.655717,2.423422,0.757649,-0.862463,-0.140463
23,0.552343,1.036845,1.083331,-0.693990,-0.598026
24,0.552343,1.373196,2.371111,-0.741461,-0.425229
25,0.799720,2.426395,2.212330,-0.688871,-2.149361
26,0.799720,2.254049,1.950507,-0.995555,-2.149361
27,0.817638,1.403185,0.696401,-0.637933,-4.073933
28,0.799720,2.254049,1.952067,-0.995555,-2.149361
29,0.817638,1.403185,0.696889,-0.637933,-4.073933
30,1.525183,1.292142,0.040473,-0.889014,-2.284164
31,0.810860,1.586395,1.175752,-0.705415,-3.872253
32,0.783391,2.474841,2.252927,-0.969531,-2.104298
33,0.817638,1.402374,0.687382,-0.608000,-4.073933
34,0.803587,1.276098,0.373053,-0.626173,-3.992336
35,0.799720,2.539019,1.950507,-0.884887,-2.153752
36,0.559074,1.005020,0.696401,-0.685800,-3.271432
37,0.801238,1.274761,0.373053,-0.603491,-3.988929
38,0.799720,2.474841,2.212330,-0.775648,-2.149361
39,0.552343,1.037219,2.091008,-0.879533,-1.698703
40,0.557848,1.045429,2.091008,-0.871202,-1.715854
41,0.802689,2.474841,2.212330,-0.681017,-2.159491
42,0.799720,2.473129,2.212330,-0.772765,-2.149361
43,1.655717,2.423422,0.757649,-0.862463,-0.140463
44,0.552343,1.023915,2.091008,-0.802162,-1.698703
45,0.799720,2.426395,2.212330,-0.688871,-2.149361
46,0.552343,1.036845,1.083331,-0.693990,-0.598026
47,0.552343,1.373196,2.371111,-0.741461,-0.425229
48,1.740904,2.209715,0.619479,-0.631992,-1.166190
49,0.719308,1.037810,0.117561,-0.603983,-0.229810
50,0.817638,1.403185,0.696401,-0.637933,-4.073933
51,0.817638,1.403185,0.696889,-0.637933,-4.073933
52,1.525183,1.292142,0.040473,-0.889014,-2.284164
53,1.525183,1.308301,0.040473,-0.768153,-2.547688
54,0.810860,1.582669,1.175752,-0.734115,-3.872253
55,0.799720,2.256266,1.950507,-0.995621,-2.149361
56,0.817638,1.402374,0.687382,-0.608000,-4.073933
57,0.803587,1.276098,0.373053,-0.626173,-3.992336
58,0.799720,2.558293,1.950507,-0.885159,-2.153752
59,0.810860,1.586395,1.175752,-0.705415,-3.872253
60,0.799720,2.254049,1.950507,-0.995555,-2.149361
61,0.799720,2.254049,1.952067,-0.995555,-2.149361
62,0.801238,1.274761,0.373053,-0.603491,-3.988929
63,0.799720,2.539019,1.950507,-0.884887,-2.153752
64,0.559074,1.003939,0.696401,-0.700471,-3.271432
65,0.783391,2.474841,2.252927,-0.969531,-2.104298
66,0.770897,2.474465,2.212330,-0.994288,-2.088810
67,0.775644,2.840107,2.252927,-0.976467,-2.093271
68,0.799720,2.474841,2.212330,-0.775648,-2.149361
69,0.559074,1.005020,0.696401,-0.685800,-3.271432
70,0.552343,1.037219,2.091008,-0.879533,-1.698703
71,0.557848,1.045429,2.091008,-0.871202,-1.715854
72,0.799720,2.473129,2.212330,-0.772765,-2.149361
73,0.802689,2.474841,2.212330,-0.681017,-2.159491
74,1.655717,2.423422,0.757649,-0.862463,-0.140463
75,0.552343,1.023915,2.091008,-0.802162,-1.698703
76,0.799720,2.426395,2.212330,-0.688871,-2.149361
77,0.552343,1.036845,1.083331,-0.693990,-0.598026
78,0.552343,1.373196,2.371111,-0.741461,-0.425229
79,1.729499,2.033992,0.614859,-0.644419,-0.959172
80,1.525183,1.292142,0.040473,-0.889014,-2.284164
81,0.810860,1.582669,1.175752,-0.734115,-3.872253
82,1.525183,1.292142,0.046833,-0.889014,-2.284164
83,0.552343,1.036845,0.973196,-0.832354,-3.218190
84,0.823968,1.396830,0.657007,-0.676003,-4.143002
85,0.801657,2.256266,1.950507,-0.997150,-2.156414
86,0.806637,2.254268,1.950507,-0.991571,-2.176259
87,0.810860,1.586395,1.175752,-0.705415,-3.872253
88,0.806779,2.558293,1.930564,-0.845753,-2.182469
89,1.525183,1.308301,0.040473,-0.768153,-2.547688
90,0.817638,1.403185,0.696401,-0.637933,-4.073933
91,0.817638,1.403185,0.696889,-0.637933,-4.073933
92,0.799720,2.256266,1.950507,-0.995621,-2.149361
93,0.799720,2.558293,1.950507,-0.885159,-2.153752
94,0.803008,2.558293,1.974885,-0.878007,-2.166834
95,0.559074,1.003939,0.696401,-0.700471,-3.271432
96,0.817638,1.402374,0.687382,-0.608000,-4.073933
97,0.803587,1.276098,0.373053,-0.626173,-3.992336
98,0.799720,2.254049,1.950507,-0.995555,-2.149361
99,0.799720,2.254049,1.952067,-0.995555,-2.149361
100,0.799720,2.539019,1.950507,-0.884887,-2.153752
101,0.559074,1.005020,0.696401,-0.685800,-3.271432
102,0.801238,1.274761,0.373053,-0.603491,-3.988929
103,0.783391,2.474841,2.252927,-0.969531,-2.104298
104,0.770897,2.474465,2.212330,-0.994288,-2.088810
105,0.775644,2.840107,2.252927,-0.976467,-2.093271
106,0.799720,2.474841,2.212330,-0.775648,-2.149361
107,0.802689,2.474841,2.212330,-0.681017,-2.159491
108,0.620650,1.372586,2.331911,-0.885706,-1.865616
109,0.799720,2.473129,2.212330,-0.772765,-2.149361
110,0.552343,1.037219,2.091008,-0.879533,-1.698703
111,0.799720,2.426395,2.212330,-0.688871,-2.149361
112,0.557848,1.045429,2.091008,-0.871202,-1.715854
113,1.525183,1.292142,0.040473,-0.889014,-2.284164
114,0.810860,1.582669,1.175752,-0.734115,-3.872253
