Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.447812,2.890147,4.569354,-0.997617,-1.436996,1
1,0.468272,0.909951,0.955790,-0.824524,-2.868615,1
2,0.447089,0.913509,1.284547,-0.971694,-2.827065,1
3,1.916091,1.286535,0.021024,-0.000000,-6.641100,0
4,0.409054,0.608460,0.238192,-0.995201,-2.115041,1
5,1.999523,1.451674,0.206143,-0.000000,-6.976429,0
6,0.446499,2.640003,4.623991,-0.998952,-1.431217,1
7,1.999972,1.325105,3.373231,-0.000000,-6.986983,0
8,1.895566,1.283664,0.021024,-0.000000,-6.555885,0
9,1.700568,2.043179,0.166380,-0.474733,-6.300255,0
10,0.446181,0.660657,0.230773,-0.978407,-2.195314,1
11,0.449140,0.591376,0.445042,-0.997332,-1.442185,1
12,1.997587,0.548852,0.102788,-0.000000,-6.978910,0
13,1.679395,2.043183,0.107221,-0.216568,-6.458063,0
